date,open,high,low,close,volume
2026-04-02,794.6621704101562,794.6621704101562,794.6621704101562,794.6621704101562,0
2026-04-03,794.6621704101562,794.6621704101562,794.6621704101562,794.6621704101562,0
2026-04-06,794.6622064246894,799.6288452148438,765.8557014417945,799.6288452148438,802615
2026-04-07,799.6287730823864,786.7155133928571,761.8823216822241,764.8623046875,436398
2026-04-08,764.8623736837636,799.6288452148438,777.7756345381648,799.6288452148438,1041137
2026-04-09,799.6288203486689,804.595458984375,784.7289044415509,804.595458984375,1218782
2026-04-10,799.6288203486689,804.595458984375,784.7289044415509,804.595458984375,1218782
2026-04-13,804.595458984375,804.595458984375,804.595458984375,804.595458984375,0
2026-04-14,804.595458984375,804.595458984375,804.595458984375,804.595458984375,0
2026-04-15,841.348537021213,863.2017457750109,819.4953282674153,858.235107421875,42182600
2026-04-16,858.2351374743553,858.2351374743553,840.3552387769728,847.3085327148438,5113100
2026-04-17,847.3085407419792,850.288523886441,824.4620033011051,838.3685913085938,750432
2026-04-20,838.3685781636532,853.2684936523438,834.395267366669,853.2684936523438,1450862
2026-04-21,853.2685324267637,846.3152382160682,830.4219943059073,833.4019775390625,4612573
2026-04-22,833.4019574932023,832.4086297727099,808.56876448089,810.555419921875,1532410
2026-04-23,810.5554305366849,806.5821196026815,774.7956321306547,776.7822875976562,1153478
2026-04-24,776.78227683579,801.6154698292614,770.8223105173568,788.7022094726562,2010965
